resultsTargetWeights;resultsAlignWeights;resultsCohesionWeights;resultsSeparateWeights;resultsNumPreys;resultsNumPredators
0.3710535;0.4757715;0.3428273;0.5420015;15;20
0.3715866;0.4750583;0.3428613;0.5426413;15;20
0.372072;0.4743229;0.3428929;0.5433482;15;20
0.3725142;0.4735666;0.3429224;0.5441287;15;20
0.3729177;0.4727916;0.3429497;0.5449905;15;20
0.3732862;0.4719992;0.3429752;0.5459419;15;20
0.3736228;0.4711917;0.3429988;0.5469917;15;20
0.3739303;0.4703714;0.3430207;0.5481498;15;20
0.3742113;0.4695403;0.3430409;0.5494267;15;20
0.3744678;0.4687008;0.3430598;0.5508332;15;20
0.3747018;0.4678553;0.3430786;0.5523806;15;20
0.3749149;0.4670061;0.3430933;0.5540795;15;20
0.3751086;0.4661557;0.3431101;0.5559398;15;20
0.3752841;0.4653063;0.3431203;0.5579694;15;20
0.3754426;0.46446;0.343163;0.5601741;15;20
0.3755852;0.4636196;0.3438355;0.5625141;15;20
0.3757127;0.4627857;0.3431563;0.5651073;15;20
0.3758258;0.4619615;0.3431662;0.5678208;15;20
0.3759255;0.4611482;0.3431752;0.5706771;15;20
0.3760123;0.4603475;0.3431835;0.5736521;15;20
0.3760868;0.4595606;0.3431911;0.5767089;15;20
0.3761495;0.4587889;0.3431981;0.579808;15;20
0.3762011;0.4580334;0.3432046;0.5829093;14;20
0.3789179;0.4363647;0.3431512;0.5860284;15;20
0.3789481;0.4357548;0.3431565;0.5889995;15;20
0.3790347;0.4351705;0.3431629;0.5918461;15;20
0.3791122;0.4346148;0.3431689;0.5945383;15;20
0.3792677;0.434059;0.3431745;0.5970527;15;20
0.3792542;0.4336434;0.3431787;0.5993804;15;20
0.3797387;0.4330027;0.343184;0.6015069;15;20
0.3794512;0.4326529;0.3431898;0.6034538;15;20
0.379542;0.432232;0.3431944;0.605212;15;20
0.3796398;0.4318387;0.3431988;0.6067991;15;20
0.3797475;0.4314725;0.343203;0.6082296;15;20
0.3798676;0.4311329;0.343207;0.6095185;15;20
0.3800036;0.4308194;0.3432109;0.6106815;15;20
0.3801593;0.4305314;0.3432145;0.6117328;15;20
0.3803395;0.4302678;0.3432181;0.6126864;15;20
0.380549;0.4300279;0.3432216;0.6135542;15;20
0.3807942;0.4298107;0.3432249;0.6143469;15;20
0.3810822;0.4296152;0.343228;0.6150739;15;20
0.3814213;0.4294401;0.343231;0.6157433;14;20
0.3152045;0.430585;0.4074974;0.5427647;15;20
0.3151595;0.4314681;0.4075001;0.551784;15;20
0.3164588;0.4336394;0.4075022;0.5153159;15;20
0.316874;0.4293353;0.4075042;0.5494776;15;20
0.3178512;0.4335892;0.407506;0.5152482;15;20
0.3186483;0.4283834;0.4075076;0.5532572;15;20
0.3197058;0.4300318;0.4075091;0.5454649;15;20
0.3209956;0.4282594;0.4075103;0.554478;15;20
0.3225329;0.4281555;0.4075113;0.5550354;3;20
0.43805;0.3668145;0.4986471;0.6573561;14;20
0.4369036;0.3581499;0.5245627;0.6745639;15;20
0.4391389;0.3587174;0.5244667;0.6746108;15;20
0.4417173;0.3592303;0.5243623;0.6745842;15;20
0.4446408;0.3597706;0.5242494;0.6745607;15;20
0.4478949;0.3603388;0.5241281;0.6745406;15;20
0.4514377;0.3609356;0.5239978;0.6745235;15;20
0.455194;0.3615617;0.5238584;0.6745092;15;20
0.459056;0.3622175;0.5237092;0.6744965;15;20
0.4628903;0.3629037;0.5235499;0.6744832;15;20
0.4665532;0.3636207;0.5233796;0.674466;15;20
0.4699115;0.364369;0.5231978;0.6744372;15;20
0.4728623;0.365149;0.5230035;0.6743824;15;20
0.4753455;0.3659606;0.522796;0.6742727;15;20
0.4773466;0.3668041;0.5225745;0.6740479;15;20
0.4788909;0.3676794;0.5223377;0.6735837;15;20
0.4800296;0.3685865;0.5220848;0.6726196;15;20
0.4808281;0.369525;0.5218144;0.6706306;15;20
0.4813532;0.3704947;0.5215254;0.6666563;15;20
0.4816666;0.3714955;0.5212163;0.6593593;15;20
0.48182;0.3725271;0.5208859;0.6480576;15;20
0.4818549;0.3735895;0.5205328;0.6346717;15;20
0.4818021;0.3746828;0.5201555;0.6231822;15;20
0.4816846;0.3758072;0.5197523;0.615805;15;20
0.481518;0.376963;0.519322;0.6119379;15;20
0.4813128;0.3781499;0.5188631;0.610145;15;20
0.4810759;0.3793673;0.5183744;0.6093839;15;20
0.4808113;0.3806139;0.517855;0.6091007;15;20
0.480521;0.3818868;0.5173041;0.6090348;15;20
0.4802055;0.3831817;0.5167214;0.6090696;15;20
0.4798644;0.3844928;0.5161073;0.6091532;15;20
0.4794964;0.3858126;0.5154623;0.6092622;15;20
0.4790994;0.3871324;0.5147886;0.6093856;15;20
0.4786706;0.3884426;0.5140888;0.6095179;15;20
0.4782092;0.3897371;0.5133663;0.6096562;15;20
0.4777023;0.3909956;0.5126263;0.6097965;15;20
0.4771522;0.39222;0.5118749;0.6099382;15;20
0.4765487;0.3933995;0.5111193;0.6100782;15;20
0.4758868;0.3945338;0.5103682;0.6102153;14;20
0.5076806;0.3841808;0.5195512;0.543828;15;20
0.5068498;0.3850876;0.5188388;0.5439444;15;20
0.5060564;0.385964;0.518151;0.5440519;15;20
0.5051201;0.386755;0.5175096;0.5441377;15;20
0.504051;0.3874985;0.5169253;0.5442036;15;20
0.5028291;0.3881886;0.5164086;0.5442444;15;20
0.5014471;0.3888268;0.5159687;0.5442556;15;20
0.4999104;0.3894159;0.5156139;0.5442331;15;20
0.4982323;0.3899533;0.5153504;0.5441717;15;20
0.4964423;0.3904419;0.5151828;0.5440673;15;20
0.4945774;0.3908835;0.5151137;0.5439159;15;20
0.4926789;0.3912805;0.5151432;0.5437139;15;20
0.4907877;0.3916351;0.5152694;0.5434583;15;20
0.4889412;0.3919502;0.515488;0.5431467;15;20
0.487171;0.3922286;0.5157925;0.5427773;15;20
0.4855018;0.3924733;0.5161746;0.5423494;16;20
0.5169698;0.367332;0.4843112;0.5737761;16;20
0.5157097;0.36744;0.4847812;0.573681;16;20
0.5145794;0.3675246;0.4852912;0.5735561;16;20
0.5135806;0.3675884;0.4858288;0.5734004;16;20
0.5127116;0.3676343;0.4863815;0.5732133;16;20
0.5119686;0.3676642;0.4869377;0.572995;16;20
0.5113464;0.3676799;0.4874864;0.5727461;16;20
0.5108388;0.367683;0.4880178;0.572468;16;20
0.5104397;0.3676742;0.4885238;0.572163;16;20
