resultsTargetWeights;resultsAlignWeights;resultsCohesionWeights;resultsSeparateWeights;resultsNumPreys;resultsNumPredators
0.5047597;0.4516863;0.5490361;0.5325403;50;0
0.504761;0.4515848;0.5490585;0.5328145;50;0
0.5047601;0.4514776;0.5490777;0.5330635;50;0
0.5047568;0.4513651;0.549094;0.5332908;50;0
0.5047507;0.4512478;0.5491074;0.5334991;50;0
0.504742;0.4511261;0.5491179;0.5336912;50;0
0.5047302;0.4510008;0.5491259;0.5338688;50;0
0.5047151;0.4508719;0.5491314;0.5340337;50;0
0.5046965;0.4507404;0.5491344;0.5341878;50;0
0.5046741;0.4506068;0.5491353;0.5343316;50;0
0.5046478;0.4504715;0.549134;0.5344665;50;0
0.5046172;0.4503357;0.5491307;0.5345931;50;0
0.504582;0.4501997;0.5491256;0.5347123;50;0
0.5045423;0.4500644;0.5491185;0.5348246;50;0
0.5044973;0.4499307;0.5491099;0.5349303;50;0
0.504447;0.4497994;0.5490996;0.5350298;50;0
0.5043911;0.4496711;0.5490876;0.535124;50;0
0.5043293;0.4495467;0.5490741;0.5352125;50;0
0.5042615;0.4494269;0.5490592;0.535296;50;0
0.5041871;0.4493125;0.5490428;0.5353746;50;0
0.5041063;0.4492041;0.549025;0.5354487;51;0
0.5137051;0.4599036;0.5571952;0.5250183;51;0
0.5136129;0.4598107;0.5571796;0.5250828;51;0
0.5135134;0.4597254;0.5571629;0.5251431;51;0
0.5134066;0.4596482;0.5571451;0.5251998;51;0
0.5132923;0.4595794;0.5571262;0.5252529;51;0
0.5131704;0.4595194;0.5571063;0.5253024;51;0
0.5130407;0.4594685;0.5570854;0.5253484;51;0
0.5129035;0.4594271;0.5570639;0.5253908;51;0
0.5127586;0.4593952;0.5570416;0.5254297;51;0
0.5126064;0.4593733;0.5570188;0.5254651;51;0
0.5124473;0.4593613;0.5569956;0.5254962;51;0
0.5122814;0.4593593;0.5569721;0.5255236;51;0
0.5121092;0.4593677;0.5569486;0.5255465;51;0
0.5119313;0.4593861;0.5569251;0.5255642;51;0
0.5117488;0.4594149;0.5569019;0.5255762;51;0
0.5115619;0.4594539;0.5568791;0.5255815;51;0
0.5113718;0.459503;0.556857;0.525579;51;0
0.5111794;0.4595621;0.5568356;0.5255673;51;0
0.5109858;0.4596312;0.556815;0.5255446;51;0
0.5107921;0.4597102;0.5567959;0.5255088;51;0
0.5105993;0.4597988;0.5567777;0.525458;51;0
0.5104085;0.4598969;0.5567607;0.5253892;51;0
0.5102208;0.4600043;0.5567453;0.5253001;51;0
0.5100375;0.4601211;0.5567307;0.525188;51;0
0.5098592;0.4602469;0.5567176;0.5250508;51;0
0.5096868;0.4603814;0.5567054;0.5248864;2;0
0.4265745;0.4515122;0.6301327;0.5372345;50;0
0.4265741;0.4515122;0.6301295;0.5372345;50;0
0.4265853;0.4512884;0.6294807;0.5371038;50;0
0.4265991;0.4510641;0.6288252;0.5369562;50;0
0.4266155;0.4508426;0.6281661;0.536791;50;0
0.4266348;0.4506272;0.6275063;0.5366077;50;0
0.426657;0.4504204;0.6268497;0.5364063;50;0
0.4266823;0.4502246;0.6262;0.5361864;50;0
0.4267109;0.4500411;0.6255613;0.535948;50;0
0.4267432;0.4498706;0.6249378;0.5356918;50;0
0.4267792;0.4497133;0.6243339;0.5354182;50;0
0.4268194;0.4495682;0.6237531;0.5351284;50;0
0.4268642;0.4494347;0.6231992;0.5348238;50;0
0.4269139;0.4493115;0.6226755;0.5345065;50;0
0.4269689;0.4491976;0.6221844;0.5341789;50;0
0.4270299;0.4490919;0.6217281;0.5338441;50;0
0.4270976;0.4489935;0.6213078;0.5335054;50;0
0.4271724;0.4489013;0.6209242;0.5331667;50;0
0.4272555;0.4488148;0.6205775;0.532832;50;0
0.4273477;0.4487332;0.6202671;0.5325053;50;0
0.4274499;0.4486561;0.619992;0.5321907;50;0
0.4275636;0.4485832;0.6197508;0.5318921;50;0
0.4276899;0.4485137;0.6195415;0.5316126;50;0
0.4278302;0.4484479;0.6193623;0.5313551;50;0
0.4279861;0.4483849;0.6192107;0.5311216;50;0
0.4281591;0.4483249;0.6190845;0.5309131;50;0
0.4283506;0.4482676;0.618981;0.5307302;50;0
0.4285623;0.4482125;0.618898;0.5305725;50;0
0.4287951;0.4481599;0.6188326;0.5304392;50;0
0.4290502;0.4481093;0.6187828;0.5303289;50;0
0.4293281;0.4480605;0.6187456;0.5302395;50;0
0.4296285;0.4480135;0.6187193;0.5301692;50;0
0.429951;0.4479681;0.6187015;0.5301158;50;0
0.4302943;0.4479239;0.6186901;0.5300772;50;0
0.4306563;0.447881;0.6186832;0.5300513;50;0
0.4310345;0.447839;0.6186793;0.5300362;50;0
0.4314256;0.4477977;0.6186768;0.5300298;50;0
0.4318261;0.4477566;0.6186747;0.5300307;50;0
0.4322324;0.4477158;0.6186717;0.5300375;50;0
0.4326406;0.4476748;0.6186671;0.5300483;50;0
0.4330471;0.4476332;0.6186602;0.5300624;50;0
0.4334488;0.4475911;0.6186507;0.5300784;50;0
0.4338429;0.4475479;0.6186382;0.530095;50;0
0.434227;0.4475035;0.6186224;0.5301115;50;0
0.4345995;0.4474577;0.6186031;0.5301267;50;0
0.4349594;0.4474103;0.6185805;0.5301393;50;0
0.435306;0.4473614;0.6185543;0.5301485;50;0
0.4356391;0.4473106;0.6185245;0.530153;50;0
0.4359592;0.4472581;0.6184911;0.5301515;50;0
0.4362668;0.4472041;0.618454;0.5301428;50;0
0.4365625;0.4471483;0.618413;0.530125;50;0
0.4368478;0.4470911;0.6183682;0.5300966;50;0
0.4371237;0.4470325;0.6183193;0.5300556;51;0
0.4484219;0.4382163;0.6254926;0.5391971;51;0
0.448678;0.4381567;0.6254361;0.5391261;51;0
0.4489294;0.4380965;0.6253753;0.5390353;51;0
0.4491774;0.4380362;0.6253101;0.5389215;51;0
0.4494239;0.4379763;0.6252401;0.5387816;51;0
0.4496705;0.4379171;0.6251656;0.5386118;51;0
0.4499192;0.4378591;0.6250868;0.538408;51;0
0.450172;0.4378029;0.625003;0.538166;51;0
0.4504314;0.4377489;0.624915;0.5378814;51;0
0.4507001;0.4376978;0.6248232;0.5375504;51;0
0.450981;0.4376501;0.6247275;0.5371698;51;0
0.4512778;0.4376062;0.6246284;0.5367372;51;0
0.451595;0.4375669;0.6245267;0.5362529;51;0
0.4519378;0.4375327;0.6244226;0.5357193;51;0
0.4523132;0.4375037;0.6243168;0.5351421;51;0
0.4527296;0.4374808;0.62421;0.5345316;51;0
0.4531983;0.4374641;0.6241031;0.5339015;51;0
0.453734;0.4374542;0.6239963;0.5332689;51;0
0.4543564;0.4374515;0.6238904;0.5326533;51;0
0.4550916;0.4374561;0.6237863;0.5320735;51;0
0.4559743;0.4374683;0.6236843;0.5315471;49;0
0.4462544;0.4262356;0.6184528;0.5617076;50;0
0.4476055;0.426264;0.6183553;0.5613136;50;0
0.4492621;0.4263002;0.6182593;0.5609979;50;0
0.4512698;0.4263436;0.6181651;0.5607578;50;0
0.4536441;0.4263934;0.6180729;0.5605871;50;0
0.4563525;0.426448;0.6179828;0.5604774;50;0
0.4593097;0.4265041;0.6178949;0.56042;50;0
0.4623946;0.4265574;0.6178092;0.5604052;50;0
0.465481;0.4265999;0.6177258;0.5604253;50;0
0.4684654;0.4266196;0.6176448;0.5604732;50;0
0.471277;0.4265987;0.6175656;0.5605435;50;0
0.4738735;0.4265115;0.6174889;0.5606322;50;0
0.4762323;0.426325;0.6174142;0.560736;50;0
0.4783423;0.4260022;0.6173418;0.5608534;50;0
0.4801998;0.4255111;0.6172714;0.5609833;50;0
0.4818096;0.424837;0.6172033;0.5611248;50;0
0.4831836;0.4239961;0.6171376;0.5612781;50;0
0.4843402;0.423039;0.6170744;0.5614426;50;0
0.4853033;0.422042;0.6170145;0.5616183;50;0
0.4860995;0.4210884;0.6169583;0.5618047;50;0
0.4867563;0.4202514;0.6169072;0.5620005;50;0
0.4872994;0.4195854;0.6168628;0.5622035;50;0
0.4877527;0.4191263;0.6168277;0.5624106;50;0
0.4881373;0.4188967;0.6168064;0.5626167;50;0
0.4884708;0.4189106;0.6168053;0.5628158;50;0
0.4887683;0.419176;0.616834;0.5629998;50;0
0.4890415;0.4196924;0.616908;0.5631597;3;0
0.5183039;0.4037029;0.56749;0.5558463;50;0
0.5183039;0.4037029;0.5674899;0.5558464;50;0
0.518123;0.4035979;0.5672953;0.5558113;50;0
0.5179263;0.4034851;0.5671153;0.5558071;50;0
0.5177122;0.4033641;0.5669467;0.5558316;50;0
0.5174794;0.4032346;0.5667875;0.5558797;50;0
0.5172262;0.4030962;0.5666368;0.5559438;50;0
0.5169508;0.4029479;0.5664939;0.5560145;50;0
0.5166514;0.4027895;0.5663592;0.5560816;50;0
0.5163255;0.4026202;0.5662326;0.556136;50;0
0.5159705;0.402439;0.5661145;0.5561715;50;0
0.5155833;0.4022452;0.5660051;0.5561867;50;0
0.5151604;0.4020376;0.5659042;0.5561866;50;0
0.514697;0.4018151;0.5658116;0.5561817;50;0
0.5141878;0.4015768;0.5657266;0.5561881;50;0
0.5136259;0.4013208;0.5656489;0.5562246;50;0
0.5130031;0.4010457;0.565577;0.5563101;50;0
0.5123096;0.4007496;0.5655103;0.5564594;51;0
0.5211102;0.3925864;0.5737099;0.5653537;51;0
0.5202561;0.3922472;0.5736517;0.5656368;51;0
0.5192959;0.3918791;0.5735957;0.5659727;51;0
0.5182179;0.3914781;0.5735418;0.5663402;51;0
0.5170149;0.3910399;0.5734891;0.566716;51;0
0.5156873;0.3905598;0.5734372;0.5670801;51;0
0.5142487;0.3900329;0.5733859;0.5674204;51;0
0.5127275;0.3894552;0.5733347;0.5677325;51;0
0.5111693;0.3888234;0.5732834;0.5680184;51;0
0.509631;0.3881361;0.5732317;0.5682837;51;0
0.5081723;0.387394;0.5731792;0.5685344;51;0
0.5068444;0.3866012;0.5731259;0.568776;51;0
0.5056803;0.3857653;0.5730716;0.5690119;51;0
0.5046926;0.3848976;0.5730161;0.5692436;51;0
0.5038745;0.3840131;0.5729594;0.5694697;51;0
0.503207;0.3831285;0.5729015;0.5696871;51;0
0.5026649;0.3822607;0.5728423;0.5698894;51;0
0.5022228;0.3814239;0.5727817;0.5700672;51;0
0.5018576;0.3806276;0.5727199;0.5702077;51;0
0.5015504;0.3798757;0.5726568;0.5702944;51;0
0.5012864;0.3791651;0.572592;0.5703048;51;0
0.5010543;0.3784881;0.5725258;0.5702116;51;0
0.5008459;0.3778325;0.572458;0.5699803;51;0
0.5006553;0.3771838;0.5723885;0.5695689;51;0
0.500478;0.3765256;0.5723172;0.5689305;51;0
0.5003109;0.3758391;0.5722438;0.5680183;51;0
0.5001518;0.3751017;0.5721685;0.5667989;51;0
0.499999;0.3742847;0.5720912;0.5652754;51;0
0.4998514;0.3733498;0.5720116;0.5635114;51;0
0.499708;0.3722468;0.5719306;0.5616398;51;0
0.4995683;0.3709158;0.5718479;0.5598342;51;0
0.4994317;0.3692978;0.5717642;0.5582473;51;0
0.4992979;0.3673607;0.5716794;0.556959;51;0
0.4991668;0.3651314;0.571594;0.555969;50;0
0.4890246;0.369968;0.5632069;0.5463388;50;0
0.4888958;0.3674748;0.5631201;0.5457694;50;0
0.4887695;0.3651127;0.5630341;0.5453293;50;0
0.4886456;0.362985;0.5629494;0.544976;50;0
0.4885245;0.3611248;0.5628663;0.5446804;50;0
0.4884059;0.3595146;0.5627858;0.5444251;50;0
0.4882902;0.3581122;0.5627083;0.5441984;50;0
0.4881777;0.3568723;0.5626347;0.5439935;50;0
0.4880682;0.3557544;0.5625657;0.5438061;50;0
0.4879623;0.3547274;0.5625023;0.5436332;50;0
0.48786;0.3537679;0.5624455;0.5434725;50;0
0.4877618;0.3528602;0.5623962;0.5433225;50;0
0.4876675;0.3519938;0.5623553;0.5431818;50;0
0.4875779;0.3511626;0.5623236;0.5430489;50;0
0.4874928;0.3503636;0.5623015;0.5429224;50;0
0.4874128;0.3495962;0.5622888;0.5428005;50;0
0.487338;0.3488615;0.5622849;0.5426812;50;0
0.4872688;0.3481615;0.5622888;0.5425621;50;0
0.4872056;0.3474991;0.5622978;0.5424399;50;0
0.4871487;0.3468772;0.5623093;0.5423113;50;0
0.4870984;0.3462979;0.5623202;0.5421721;50;0
0.4870551;0.3457633;0.5623271;0.5420179;49;0
0.4866901;0.3452015;0.5623525;0.5355122;50;0
0.4866623;0.3447584;0.5623435;0.5353168;50;0
0.4866408;0.3443605;0.5623246;0.535091;50;0
0.4866283;0.344006;0.5622952;0.5348411;50;0
0.4866256;0.3436929;0.5622561;0.5345696;50;0
0.4866329;0.343418;0.5622087;0.5342822;50;0
0.4866514;0.3431786;0.562154;0.5339866;50;0
0.4866821;0.3429716;0.5620937;0.5336921;50;0
0.4867259;0.3427938;0.5620287;0.5334077;50;0
0.4867839;0.3426423;0.56196;0.5331423;50;0
0.4868577;0.3425142;0.5618882;0.5329031;50;0
0.4869486;0.3424068;0.5618136;0.5326956;50;0
0.4870584;0.3423175;0.5617362;0.532523;50;0
0.4871893;0.3422441;0.5616559;0.5323873;50;0
0.4873433;0.3421841;0.5615726;0.5322891;50;0
0.487523;0.3421358;0.5614861;0.5322281;50;0
0.4877312;0.3420974;0.5613959;0.5322036;50;0
0.4879709;0.3420672;0.561302;0.5322142;50;0
0.4882454;0.3420437;0.5612041;0.5322592;50;0
0.4885576;0.3420263;0.561102;0.5323373;50;0
0.4889109;0.3420136;0.5609955;0.532448;50;0
0.4893078;0.3420051;0.5608842;0.5325908;50;0
0.4897502;0.3420002;0.5607681;0.5327656;50;0
0.4902385;0.3419983;0.560647;0.5329728;50;0
0.4907711;0.3419993;0.5605204;0.5332127;50;0
0.4913439;0.342003;0.5603887;0.5334855;50;0
0.4919493;0.3420089;0.5602511;0.533792;3;0
0.588518;0.5795859;0.5583508;0.5252329;50;0
0.5885113;0.5795863;0.5583509;0.5252165;50;0
0.5884805;0.5796638;0.5588183;0.5252546;50;0
0.5884488;0.5797396;0.5592869;0.5252883;50;0
0.5884169;0.579814;0.5597569;0.5253193;50;0
0.5883854;0.5798863;0.5602282;0.5253489;50;0
0.5883542;0.5799561;0.5607013;0.5253784;50;0
0.5883229;0.580023;0.5611755;0.5254093;50;0
0.5882907;0.5800862;0.5616496;0.5254436;51;0
0.5959526;0.5882897;0.5706955;0.5290112;51;0
0.5959178;0.5883438;0.5711527;0.5290577;51;0
0.5958775;0.5883933;0.5715998;0.5291107;51;0
0.5958297;0.5884386;0.5720315;0.5291713;51;0
0.5957728;0.5884796;0.5724414;0.5292408;51;0
0.5957053;0.5885167;0.5728232;0.5293196;51;0
0.5956269;0.5885498;0.5731702;0.5294085;51;0
0.5955376;0.5885797;0.5734767;0.5295075;49;0
0.5873587;0.6203668;0.5457488;0.520222;50;0
0.5872499;0.6203908;0.5459651;0.5203427;50;0
0.5871364;0.6204119;0.5461293;0.5204723;50;0
0.5870209;0.6204301;0.5462412;0.5206099;50;0
0.5869069;0.6204452;0.5463023;0.520754;50;0
0.5867964;0.6204572;0.5463154;0.5209034;50;0
0.586691;0.6204661;0.5462862;0.5210568;50;0
0.5865914;0.6204717;0.5462207;0.5212122;50;0
0.5864974;0.620474;0.5461267;0.5213683;50;0
0.5864075;0.6204727;0.5460123;0.5215234;50;0
0.5863204;0.6204681;0.5458863;0.5216761;50;0
0.5862339;0.6204602;0.5457571;0.5218249;50;0
0.5861458;0.620449;0.5456325;0.5219685;50;0
0.5860536;0.6204347;0.5455189;0.5221056;50;0
0.5859551;0.6204177;0.5454221;0.5222355;50;0
0.585848;0.6203982;0.5453463;0.5223569;50;0
0.5857305;0.6203763;0.5452943;0.5224694;50;0
0.5856004;0.6203527;0.5452679;0.5225725;50;0
0.5854566;0.6203274;0.5452679;0.5226654;50;0
0.5852976;0.6203009;0.5452943;0.5227485;50;0
0.5851232;0.6202736;0.5453463;0.5228214;50;0
0.5849331;0.6202456;0.545423;0.5228842;50;0
0.584728;0.6202174;0.5455232;0.5229371;50;0
0.5845096;0.6201893;0.5456455;0.5229805;50;0
0.5842797;0.6201617;0.5457882;0.5230148;50;0
0.5840417;0.6201351;0.54595;0.5230402;50;0
0.5837992;0.6201104;0.546129;0.5230575;50;0
0.5835564;0.6200886;0.546324;0.5230669;50;0
0.5833178;0.6200711;0.5465327;0.5230691;50;0
0.5830872;0.6200596;0.5467536;0.5230647;50;0
0.5828683;0.6200565;0.546984;0.5230544;50;0
0.5826633;0.6200645;0.5472211;0.5230383;50;0
0.5824727;0.6200871;0.54746;0.5230172;50;0
0.5822958;0.620128;0.5476925;0.5229917;50;0
0.5821295;0.6201914;0.5479057;0.5229617;50;0
0.58197;0.620282;0.5480757;0.5229282;50;0
0.5818119;0.620404;0.54816;0.522891;50;0
0.5816489;0.6205611;0.5480847;0.5228508;50;0
0.5814743;0.6207562;0.5477306;0.5228075;50;0
0.5812819;0.6209909;0.5469283;0.5227614;50;0
0.5810646;0.6212649;0.5455013;0.5227126;50;0
0.5808166;0.6215765;0.54339;0.5226612;50;0
0.5805319;0.6219221;0.5408078;0.5226072;50;0
0.5802056;0.6222965;0.538224;0.5225508;50;0
0.5798332;0.6226935;0.5360909;0.5224917;50;0
0.5794117;0.6231064;0.5346009;0.5224298;50;0
0.578939;0.6235279;0.5336993;0.5223654;50;0
0.5784144;0.6239517;0.5332307;0.5222982;50;0
0.5778398;0.6243711;0.533044;0.5222282;50;0
0.5772183;0.6247806;0.5330282;0.5221553;50;0
0.5765548;0.6251758;0.5331108;0.5220795;50;0
0.5758564;0.6255528;0.5332469;0.5220009;50;0
0.5751303;0.6259083;0.5334098;0.5219193;50;0
0.5743843;0.62624;0.5335833;0.5218346;50;0
0.5736254;0.6265465;0.5337585;0.5217469;50;0
0.572858;0.6268261;0.5339302;0.5216558;50;0
0.5720841;0.6270784;0.5340959;0.5215612;50;0
0.5713008;0.6273031;0.534255;0.5214626;50;0
0.5705013;0.6275;0.5344078;0.5213596;50;0
0.5696731;0.6276692;0.5345548;0.5212515;50;0
0.5687994;0.627811;0.5346976;0.5211374;50;0
0.5678593;0.6279258;0.5348376;0.5210165;50;0
0.5668311;0.6280142;0.5349766;0.5208877;50;0
0.5656945;0.6280763;0.5351163;0.5207495;50;0
0.5644346;0.628113;0.5352584;0.5206006;50;0
0.563047;0.6281244;0.5354044;0.5204393;51;0
0.5702463;0.6353263;0.5446509;0.5242491;51;0
0.5687801;0.6352941;0.5448076;0.524091;51;0
0.5672697;0.635239;0.5449737;0.523923;51;0
0.5657436;0.6351619;0.5451505;0.5237441;51;0
0.564222;0.6350627;0.5453399;0.5235535;51;0
0.5627102;0.6349419;0.5455434;0.5233508;51;0
0.5611973;0.6347997;0.545763;0.5231356;51;0
0.5596591;0.6346365;0.5459996;0.522908;52;0
0.5660491;0.6414058;0.5549708;0.5258164;53;0
0.5766953;0.6480262;0.5636227;0.5299823;53;0
0.5761468;0.6478455;0.5639085;0.5298307;53;0
0.5756814;0.647653;0.5642154;0.5296726;53;0
0.5752873;0.6474502;0.5645445;0.5295072;53;0
0.5749536;0.6472383;0.5648957;0.5293339;53;0
